27365.5243	0.486674319	0.58305824
27365.52825	0.486940646	0.580143867
27365.53224	0.48722736	0.578847001
27365.53615	0.487424258	0.578600999
27365.54016	0.487482066	0.577234255
27365.54419	0.488108559	0.576211738
27365.54818	0.488102093	0.57625222
27365.5522	0.489286052	0.577109697
27365.55624	0.489310997	0.577212433
27365.56043	0.489165167	0.576521525
27365.56442	0.489277533	0.57529745
27365.56869	0.489157742	0.573943277
27365.57285	0.489095235	0.57449832
27365.57635	0.489233343	0.574820524
27365.58028	0.489365615	0.574033905
27365.58427	0.489792168	0.573698651
27365.5882	0.489442648	0.574364609
27365.59232	0.489908279	0.574658256
27365.59641	0.490084369	0.57362092
27365.60054	0.489727154	0.573205343
27365.60441	0.489787798	0.573334456
27365.60828	0.489875604	0.573015359
27365.61232	0.489775158	0.573374047
27365.61645	0.489685201	0.573267778
27365.62054	0.489698108	0.573629371
27365.62438	0.490416985	0.574368304
27365.6284	0.490217512	0.574075921
27365.63243	0.489835074	0.573417799
27365.63631	0.48967549	0.569394092
27365.64033	0.485129071	0.561358766
27365.64436	0.483050109	0.554065185
27365.64847	0.478364227	0.542794744
27365.65244	0.47897756	0.541103737
27365.65641	0.481657813	0.545869154
27365.66039	0.481187576	0.546300334
27365.66437	0.481609687	0.546145485
27365.66853	0.481449258	0.546528562
27365.67235	0.481705171	0.545772948
27365.67627	0.481720002	0.544919839
27365.68032	0.480981822	0.533852176
27365.68427	0.480893552	0.534553009
27365.68831	0.480750167	0.534318164
27365.69226	0.480514065	0.53330129
27365.69621	0.481026443	0.533249236
27365.70019	0.481069413	0.533758504
27365.70476	0.48134294	0.534233253
27365.7088	0.481052896	0.534385703
27365.71219	0.481374294	0.534004659
27365.71615	0.481539936	0.533680388
27365.72032	0.481419965	0.534035872
27365.72445	0.481338282	0.533159876
27365.72843	0.481212328	0.532737065
27365.73233	0.481216291	0.53373267
27365.73619	0.481323759	0.53386067
27365.74025	0.48094198	0.534336471
27365.74427	0.48092499	0.533821406
27365.74822	0.481125675	0.533541577
27365.75222	0.481057738	0.533290223
27365.75623	0.480941778	0.533196582
27365.76023	0.480980629	0.533272848
27365.76496	0.48098982	0.533327983
27365.76891	0.481238708	0.533585519
27365.7722	0.481235476	0.533431729
27365.77626	0.481337018	0.533150399
27365.78027	0.481352248	0.533166
27365.78426	0.480938327	0.533451903
27365.7883	0.480904602	0.533341105
27365.7923	0.48121825	0.533389115
27365.79616	0.481085354	0.53376898
27365.80016	0.480637287	0.53338642
27365.80418	0.480924636	0.532429786
27365.80825	0.481884425	0.532287148
27365.81225	0.481603171	0.532770706
27365.81621	0.481246801	0.532465661
27365.82222	0.481326188	0.53213384
27365.8262	0.481419949	0.532833846
27365.83024	0.481155504	0.533004035
27365.83426	0.481009405	0.533335282
27365.83824	0.481152693	0.533658778
27365.84221	0.481114118	0.533388897
27365.84633	0.481182714	0.533285788
27365.85032	0.481017438	0.533243051
27365.85615	0.480661512	0.532926431
27365.86018	0.480696434	0.532448377
27365.86414	0.48064608	0.532855014
27365.86817	0.481157739	0.533856837
27365.87217	0.481043016	0.533772109
27365.87621	0.480758264	0.532715782
27365.88026	0.480210789	0.533163248
27365.88424	0.47782938	0.532463185
27365.88835	0.477125404	0.533501668
27365.89231	0.476271209	0.532371277
27365.89617	0.476423529	0.531911243
27365.90019	0.476856937	0.532718361
27365.9042	0.476774903	0.532063091
27365.90826	0.47677845	0.532070423
27365.91224	0.476948811	0.532301699
27365.91615	0.476895905	0.531831556
27365.92016	0.476737699	0.532205596
27365.92421	0.476871777	0.533375372
27365.92824	0.476964488	0.532984843
27365.93222	0.476714163	0.532455015
27365.93622	0.47665439	0.533048078
27365.94026	0.476622977	0.533711144
27365.94423	0.476902858	0.533207918
27365.94824	0.477305283	0.533363704
27365.95227	0.477055087	0.534036118
27365.95626	0.476723256	0.534508315
27365.9602	0.476786084	0.534557008
27365.96413	0.476733543	0.534156211
27365.96818	0.476728464	0.534584037
27365.97228	0.477044592	0.534880671
27365.97629	0.47709967	0.534597774
27365.98029	0.477211904	0.534780554
27365.98424	0.477256333	0.534953109
27365.98828	0.476872561	0.535271896
27365.99231	0.477160408	0.534413946
27365.99622	0.477457681	0.534949319
27366.00021	0.477234706	0.535893533
27366.00417	0.477402862	0.535927228
27366.00834	0.477251941	0.53633103
27366.01241	0.477152728	0.536214766
27366.01634	0.477292979	0.536545014
27366.02033	0.477948912	0.537028687
27366.02427	0.479183708	0.536025139
27366.02829	0.481178208	0.538721512
27366.03229	0.481432522	0.539206788
27366.03635	0.480809211	0.538668263
27366.04029	0.48089874	0.538000346
27366.0443	0.48131398	0.537627977
27366.04832	0.48116035	0.537991093
27366.05218	0.480983641	0.539035729
27366.05617	0.481098286	0.539356325
27366.06047	0.48118093	0.53904106
27366.06446	0.480931529	0.539595355
27366.06824	0.481656693	0.539969706
27366.07227	0.481796249	0.539055489
27366.07619	0.481321449	0.538269247
